chamber,state,party,incumbent,termstart,age,GDP,Annual GPD Percent Change,working age,65 and Older,Unemployment,growth percent
house,IN,R,No,1961,43.0,563.3,7.4,0.36,9.23,6.7,1.67
house,LA,D,No,1961,42.3,563.3,7.4,0.36,9.23,6.7,1.67
house,NY,D,No,1961,41.7,563.3,7.4,0.36,9.23,6.7,1.67
house,TX,D,No,1961,41.7,563.3,7.4,0.36,9.23,6.7,1.67
house,IA,R,No,1961,40.8,563.3,7.4,0.36,9.23,6.7,1.67
house,CA,D,No,1961,40.2,563.3,7.4,0.36,9.23,6.7,1.67
house,OH,R,No,1961,40.0,563.3,7.4,0.36,9.23,6.7,1.67
house,ME,R,No,1961,39.9,563.3,7.4,0.36,9.23,6.7,1.67
house,CT,R,No,1961,39.7,563.3,7.4,0.36,9.23,6.7,1.67
house,NC,D,No,1961,39.7,563.3,7.4,0.36,9.23,6.7,1.67
house,IN,R,No,1961,39.7,563.3,7.4,0.36,9.23,6.7,1.67
house,IL,R,No,1961,39.5,563.3,7.4,0.36,9.23,6.7,1.67
house,OH,R,No,1961,39.4,563.3,7.4,0.36,9.23,6.7,1.67
house,MA,R,No,1961,39.4,563.3,7.4,0.36,9.23,6.7,1.67
house,NY,D,No,1961,39.3,563.3,7.4,0.36,9.23,6.7,1.67
house,IL,R,No,1961,38.9,563.3,7.4,0.36,9.23,6.7,1.67
house,KS,R,No,1961,38.9,563.3,7.4,0.36,9.23,6.7,1.67
house,AZ,D,No,1961,38.6,563.3,7.4,0.36,9.23,6.7,1.67
house,NY,D,No,1961,38.5,563.3,7.4,0.36,9.23,6.7,1.67
house,MI,R,No,1961,38.5,563.3,7.4,0.36,9.23,6.7,1.67
house,MN,R,No,1961,38.5,563.3,7.4,0.36,9.23,6.7,1.67
house,MD,R,No,1961,38.4,563.3,7.4,0.36,9.23,6.7,1.67
house,NY,D,No,1961,37.6,563.3,7.4,0.36,9.23,6.7,1.67
house,ME,R,No,1961,37.6,563.3,7.4,0.36,9.23,6.7,1.67
house,KS,R,No,1961,37.5,563.3,7.4,0.36,9.23,6.7,1.67
house,NC,D,No,1961,36.8,563.3,7.4,0.36,9.23,6.7,1.67
house,MT,R,No,1961,35.9,563.3,7.4,0.36,9.23,6.7,1.67
house,NY,D,No,1961,35.8,563.3,7.4,0.36,9.23,6.7,1.67
house,MI,D,No,1961,35.6,563.3,7.4,0.36,9.23,6.7,1.67
house,PA,R,No,1961,34.6,563.3,7.4,0.36,9.23,6.7,1.67
house,KS,R,No,1961,34.6,563.3,7.4,0.36,9.23,6.7,1.67
house,MO,D,No,1961,34.5,563.3,7.4,0.36,9.23,6.7,1.67
house,CA,R,No,1961,33.2,563.3,7.4,0.36,9.23,6.7,1.67
house,RI,D,No,1961,33.0,563.3,7.4,0.36,9.23,6.7,1.67
house,OH,R,No,1961,32.3,563.3,7.4,0.36,9.23,6.7,1.67
house,ID,D,No,1961,31.3,563.3,7.4,0.36,9.23,6.7,1.67
senate,WY,R,No,1961,63.1,563.3,7.4,0.36,9.23,6.7,1.67
senate,TX,D,No,1961,62.1,563.3,7.4,0.36,9.23,6.7,1.67
senate,ID,R,No,1961,61.6,563.3,7.4,0.36,9.23,6.7,1.67
senate,SD,R,No,1961,57.4,563.3,7.4,0.36,9.23,6.7,1.67
senate,DE,R,No,1961,51.6,563.3,7.4,0.36,9.23,6.7,1.67
senate,WY,D,No,1961,49.4,563.3,7.4,0.36,9.23,6.7,1.67
senate,NM,R,No,1961,48.5,563.3,7.4,0.36,9.23,6.7,1.67
senate,NH,D,No,1961,45.9,563.3,7.4,0.36,9.23,6.7,1.67
senate,IA,R,No,1961,44.6,563.3,7.4,0.36,9.23,6.7,1.67
senate,RI,D,No,1961,42.1,563.3,7.4,0.36,9.23,6.7,1.67
senate,KS,R,No,1961,40.7,563.3,7.4,0.36,9.23,6.7,1.67
senate,TX,R,No,1961,35.3,563.3,7.4,0.36,9.23,6.7,1.67
senate,NH,R,No,1961,33.3,563.3,7.4,0.36,9.23,6.7,1.67
senate,MA,D,No,1961,28.9,563.3,7.4,0.36,9.23,6.7,1.67
house,CA,D,No,1963,66.0,638.6,7.4,0.35,9.39,5.7,1.45
house,OH,R,No,1963,64.3,638.6,7.4,0.35,9.39,5.7,1.45
house,FL,D,No,1963,62.3,638.6,7.4,0.35,9.39,5.7,1.45
house,TN,R,No,1963,61.1,638.6,7.4,0.35,9.39,5.7,1.45
house,OH,D,No,1963,59.0,638.6,7.4,0.35,9.39,5.7,1.45
house,MI,D,No,1963,57.5,638.6,7.4,0.35,9.39,5.7,1.45
house,NJ,D,No,1963,57.4,638.6,7.4,0.35,9.39,5.7,1.45
house,PA,R,No,1963,56.7,638.6,7.4,0.35,9.39,5.7,1.45
house,KS,R,No,1963,56.7,638.6,7.4,0.35,9.39,5.7,1.45
house,IL,R,No,1963,55.5,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,55.4,638.6,7.4,0.35,9.39,5.7,1.45
house,IL,R,No,1963,54.9,638.6,7.4,0.35,9.39,5.7,1.45
house,MD,D,No,1963,54.1,638.6,7.4,0.35,9.39,5.7,1.45
house,TX,D,No,1963,51.9,638.6,7.4,0.35,9.39,5.7,1.45
house,GA,D,No,1963,51.5,638.6,7.4,0.35,9.39,5.7,1.45
house,SC,D,No,1963,50.6,638.6,7.4,0.35,9.39,5.7,1.45
house,IL,R,No,1963,49.3,638.6,7.4,0.35,9.39,5.7,1.45
house,TX,D,No,1963,49.2,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,R,No,1963,49.0,638.6,7.4,0.35,9.39,5.7,1.45
house,UT,R,No,1963,49.0,638.6,7.4,0.35,9.39,5.7,1.45
house,FL,R,No,1963,49.0,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,48.6,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,48.5,638.6,7.4,0.35,9.39,5.7,1.45
house,MD,R,No,1963,48.3,638.6,7.4,0.35,9.39,5.7,1.45
house,CT,D,No,1963,48.3,638.6,7.4,0.35,9.39,5.7,1.45
house,MI,R,No,1963,48.2,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,48.0,638.6,7.4,0.35,9.39,5.7,1.45
house,TN,R,No,1963,47.0,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,46.9,638.6,7.4,0.35,9.39,5.7,1.45
house,NJ,D,No,1963,46.4,638.6,7.4,0.35,9.39,5.7,1.45
house,HI,D,No,1963,46.3,638.6,7.4,0.35,9.39,5.7,1.45
house,OH,R,No,1963,46.1,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,45.9,638.6,7.4,0.35,9.39,5.7,1.45
house,OH,R,No,1963,45.9,638.6,7.4,0.35,9.39,5.7,1.45
house,OH,R,No,1963,45.9,638.6,7.4,0.35,9.39,5.7,1.45
house,NH,R,No,1963,45.8,638.6,7.4,0.35,9.39,5.7,1.45
house,OR,R,No,1963,45.6,638.6,7.4,0.35,9.39,5.7,1.45
house,NY,R,No,1963,43.8,638.6,7.4,0.35,9.39,5.7,1.45
house,NY,R,No,1963,43.1,638.6,7.4,0.35,9.39,5.7,1.45
house,FL,D,No,1963,43.0,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,R,No,1963,42.9,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,42.8,638.6,7.4,0.35,9.39,5.7,1.45
house,NH,R,No,1963,42.6,638.6,7.4,0.35,9.39,5.7,1.45
house,PA,R,No,1963,42.3,638.6,7.4,0.35,9.39,5.7,1.45
house,OR,D,No,1963,42.1,638.6,7.4,0.35,9.39,5.7,1.45
house,ID,D,No,1963,42.1,638.6,7.4,0.35,9.39,5.7,1.45
house,MD,D,No,1963,41.6,638.6,7.4,0.35,9.39,5.7,1.45
house,AZ,D,No,1963,41.1,638.6,7.4,0.35,9.39,5.7,1.45
house,HI,D,No,1963,40.7,638.6,7.4,0.35,9.39,5.7,1.45
house,CO,R,No,1963,40.5,638.6,7.4,0.35,9.39,5.7,1.45
house,SC,D,No,1963,40.4,638.6,7.4,0.35,9.39,5.7,1.45
house,MO,D,No,1963,40.1,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,R,No,1963,39.7,638.6,7.4,0.35,9.39,5.7,1.45
house,LA,D,No,1963,39.7,638.6,7.4,0.35,9.39,5.7,1.45
house,CT,D,No,1963,39.6,638.6,7.4,0.35,9.39,5.7,1.45
house,MN,D,No,1963,38.9,638.6,7.4,0.35,9.39,5.7,1.45
house,NY,R,No,1963,38.6,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,R,No,1963,38.1,638.6,7.4,0.35,9.39,5.7,1.45
house,NY,R,No,1963,37.5,638.6,7.4,0.35,9.39,5.7,1.45
house,PA,D,No,1963,37.2,638.6,7.4,0.35,9.39,5.7,1.45
house,ND,R,No,1963,36.6,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,36.6,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,36.5,638.6,7.4,0.35,9.39,5.7,1.45
house,NY,D,No,1963,36.4,638.6,7.4,0.35,9.39,5.7,1.45
house,VA,D,No,1963,36.4,638.6,7.4,0.35,9.39,5.7,1.45
house,UT,R,No,1963,36.2,638.6,7.4,0.35,9.39,5.7,1.45
house,TN,D,No,1963,36.0,638.6,7.4,0.35,9.39,5.7,1.45
house,CA,D,No,1963,35.4,638.6,7.4,0.35,9.39,5.7,1.45
house,NC,R,No,1963,35.4,638.6,7.4,0.35,9.39,5.7,1.45
house,GA,D,No,1963,35.1,638.6,7.4,0.35,9.39,5.7,1.45
house,KY,R,No,1963,35.0,638.6,7.4,0.35,9.39,5.7,1.45
house,WA,R,No,1963,32.7,638.6,7.4,0.35,9.39,5.7,1.45
house,MN,D,No,1963,32.3,638.6,7.4,0.35,9.39,5.7,1.45
house,TN,R,No,1963,32.1,638.6,7.4,0.35,9.39,5.7,1.45
house,PA,R,No,1963,31.3,638.6,7.4,0.35,9.39,5.7,1.45
house,IL,R,No,1963,30.5,638.6,7.4,0.35,9.39,5.7,1.45
house,FL,D,No,1963,29.4,638.6,7.4,0.35,9.39,5.7,1.45
house,TX,R,No,1963,29.0,638.6,7.4,0.35,9.39,5.7,1.45
senate,TN,D,No,1963,71.1,638.6,7.4,0.35,9.39,5.7,1.45
senate,CA,R,No,1963,60.5,638.6,7.4,0.35,9.39,5.7,1.45
senate,CT,D,No,1963,52.8,638.6,7.4,0.35,9.39,5.7,1.45
senate,WI,D,No,1963,46.6,638.6,7.4,0.35,9.39,5.7,1.45
senate,SD,D,No,1963,40.5,638.6,7.4,0.35,9.39,5.7,1.45
senate,CA,D,No,1963,37.6,638.6,7.4,0.35,9.39,5.7,1.45
senate,OK,D,No,1963,37.3,638.6,7.4,0.35,9.39,5.7,1.45
senate,MN,I,No,1963,35.0,638.6,7.4,0.35,9.39,5.7,1.45
senate,IN,D,No,1963,35.0,638.6,7.4,0.35,9.39,5.7,1.45
senate,OK,D,No,1963,32.2,638.6,7.4,0.35,9.39,5.7,1.45
house,TX,D,No,1965,64.4,743.7,9.6,0.34,9.49,4.5,1.26
house,IA,D,No,1965,63.4,743.7,9.6,0.34,9.49,4.5,1.26
house,PA,R,No,1965,62.6,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,59.7,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,59.2,743.7,9.6,0.34,9.49,4.5,1.26
house,TX,D,No,1965,58.2,743.7,9.6,0.34,9.49,4.5,1.26
house,KY,D,No,1965,57.8,743.7,9.6,0.34,9.49,4.5,1.26
house,GA,D,No,1965,57.5,743.7,9.6,0.34,9.49,4.5,1.26
house,OH,D,No,1965,56.5,743.7,9.6,0.34,9.49,4.5,1.26
house,AL,R,No,1965,56.0,743.7,9.6,0.34,9.49,4.5,1.26
house,IL,D,No,1965,55.4,743.7,9.6,0.34,9.49,4.5,1.26
house,OH,D,No,1965,54.8,743.7,9.6,0.34,9.49,4.5,1.26
house,CA,D,No,1965,54.5,743.7,9.6,0.34,9.49,4.5,1.26
house,KY,R,No,1965,54.3,743.7,9.6,0.34,9.49,4.5,1.26
house,NM,D,No,1965,53.5,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,R,No,1965,53.3,743.7,9.6,0.34,9.49,4.5,1.26
house,NJ,D,No,1965,52.6,743.7,9.6,0.34,9.49,4.5,1.26
house,TN,D,No,1965,52.3,743.7,9.6,0.34,9.49,4.5,1.26
house,NC,D,No,1965,51.4,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,50.7,743.7,9.6,0.34,9.49,4.5,1.26
house,WI,D,No,1965,50.7,743.7,9.6,0.34,9.49,4.5,1.26
house,IL,D,No,1965,50.5,743.7,9.6,0.34,9.49,4.5,1.26
house,WI,R,No,1965,50.2,743.7,9.6,0.34,9.49,4.5,1.26
house,IL,D,No,1965,50.0,743.7,9.6,0.34,9.49,4.5,1.26
house,WA,D,No,1965,49.6,743.7,9.6,0.34,9.49,4.5,1.26
house,WY,D,No,1965,48.8,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,D,No,1965,48.7,743.7,9.6,0.34,9.49,4.5,1.26
house,MD,D,No,1965,48.2,743.7,9.6,0.34,9.49,4.5,1.26
house,WV,D,No,1965,47.7,743.7,9.6,0.34,9.49,4.5,1.26
house,UT,D,No,1965,47.5,743.7,9.6,0.34,9.49,4.5,1.26
house,NH,D,No,1965,47.4,743.7,9.6,0.34,9.49,4.5,1.26
house,MS,R,No,1965,47.4,743.7,9.6,0.34,9.49,4.5,1.26
house,KS,R,No,1965,47.0,743.7,9.6,0.34,9.49,4.5,1.26
house,AL,R,No,1965,46.3,743.7,9.6,0.34,9.49,4.5,1.26
house,PA,D,No,1965,46.2,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,46.0,743.7,9.6,0.34,9.49,4.5,1.26
house,TN,R,No,1965,45.8,743.7,9.6,0.34,9.49,4.5,1.26
house,GA,D,No,1965,45.5,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,R,No,1965,45.0,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,44.9,743.7,9.6,0.34,9.49,4.5,1.26
house,ND,D,No,1965,44.8,743.7,9.6,0.34,9.49,4.5,1.26
house,NE,D,No,1965,44.8,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,R,No,1965,44.6,743.7,9.6,0.34,9.49,4.5,1.26
house,WI,D,No,1965,44.6,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,D,No,1965,44.6,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,44.5,743.7,9.6,0.34,9.49,4.5,1.26
house,VA,D,No,1965,44.1,743.7,9.6,0.34,9.49,4.5,1.26
house,OH,D,No,1965,43.8,743.7,9.6,0.34,9.49,4.5,1.26
house,TN,D,No,1965,43.6,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,D,No,1965,43.3,743.7,9.6,0.34,9.49,4.5,1.26
house,IA,D,No,1965,43.0,743.7,9.6,0.34,9.49,4.5,1.26
house,IA,D,No,1965,42.9,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,R,No,1965,42.2,743.7,9.6,0.34,9.49,4.5,1.26
house,TX,D,No,1965,41.7,743.7,9.6,0.34,9.49,4.5,1.26
house,CO,D,No,1965,41.3,743.7,9.6,0.34,9.49,4.5,1.26
house,CA,R,No,1965,41.0,743.7,9.6,0.34,9.49,4.5,1.26
house,CO,D,No,1965,40.9,743.7,9.6,0.34,9.49,4.5,1.26
house,OH,R,No,1965,40.9,743.7,9.6,0.34,9.49,4.5,1.26
house,ME,D,No,1965,40.9,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,40.5,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,D,No,1965,40.2,743.7,9.6,0.34,9.49,4.5,1.26
house,OH,D,No,1965,40.2,743.7,9.6,0.34,9.49,4.5,1.26
house,CA,D,No,1965,39.9,743.7,9.6,0.34,9.49,4.5,1.26
house,NJ,D,No,1965,39.8,743.7,9.6,0.34,9.49,4.5,1.26
house,CA,D,No,1965,39.8,743.7,9.6,0.34,9.49,4.5,1.26
house,AL,R,No,1965,39.6,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,D,No,1965,38.6,743.7,9.6,0.34,9.49,4.5,1.26
house,CT,D,No,1965,38.3,743.7,9.6,0.34,9.49,4.5,1.26
house,WA,D,No,1965,38.0,743.7,9.6,0.34,9.49,4.5,1.26
house,IL,R,No,1965,37.9,743.7,9.6,0.34,9.49,4.5,1.26
house,GA,R,No,1965,37.8,743.7,9.6,0.34,9.49,4.5,1.26
house,NJ,D,No,1965,37.7,743.7,9.6,0.34,9.49,4.5,1.26
house,OH,R,No,1965,37.5,743.7,9.6,0.34,9.49,4.5,1.26
house,NJ,D,No,1965,37.5,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,D,No,1965,37.4,743.7,9.6,0.34,9.49,4.5,1.26
house,LA,D,No,1965,37.4,743.7,9.6,0.34,9.49,4.5,1.26
house,TX,D,No,1965,37.3,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,37.3,743.7,9.6,0.34,9.49,4.5,1.26
house,PA,D,No,1965,37.1,743.7,9.6,0.34,9.49,4.5,1.26
house,HI,D,No,1965,37.1,743.7,9.6,0.34,9.49,4.5,1.26
house,WA,D,No,1965,37.1,743.7,9.6,0.34,9.49,4.5,1.26
house,AL,R,No,1965,36.8,743.7,9.6,0.34,9.49,4.5,1.26
house,LA,D,No,1965,36.6,743.7,9.6,0.34,9.49,4.5,1.26
house,AL,R,No,1965,36.3,743.7,9.6,0.34,9.49,4.5,1.26
house,NY,D,No,1965,35.9,743.7,9.6,0.34,9.49,4.5,1.26
house,WA,D,No,1965,35.8,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,D,No,1965,35.6,743.7,9.6,0.34,9.49,4.5,1.26
house,ID,R,No,1965,34.3,743.7,9.6,0.34,9.49,4.5,1.26
house,IN,D,No,1965,33.7,743.7,9.6,0.34,9.49,4.5,1.26
house,IA,D,No,1965,33.7,743.7,9.6,0.34,9.49,4.5,1.26
house,MI,R,No,1965,33.4,743.7,9.6,0.34,9.49,4.5,1.26
house,IN,D,No,1965,32.9,743.7,9.6,0.34,9.49,4.5,1.26
house,IA,D,No,1965,32.4,743.7,9.6,0.34,9.49,4.5,1.26
house,IL,D,No,1965,31.8,743.7,9.6,0.34,9.49,4.5,1.26
house,CA,D,No,1965,30.5,743.7,9.6,0.34,9.49,4.5,1.26
house,AR,D,No,1965,30.4,743.7,9.6,0.34,9.49,4.5,1.26
house,PA,D,No,1965,26.5,743.7,9.6,0.34,9.49,4.5,1.26
house,OK,D,No,1965,25.0,743.7,9.6,0.34,9.49,4.5,1.26
senate,SC,D,No,1965,58.9,743.7,9.6,0.34,9.49,4.5,1.26
senate,AZ,R,No,1965,57.9,743.7,9.6,0.34,9.49,4.5,1.26
senate,VA,D,No,1965,50.0,743.7,9.6,0.34,9.49,4.5,1.26
senate,VA,D,No,1965,44.3,743.7,9.6,0.34,9.49,4.5,1.26
senate,SC,D,No,1965,43.0,743.7,9.6,0.34,9.49,4.5,1.26
senate,NY,D,No,1965,39.1,743.7,9.6,0.34,9.49,4.5,1.26
senate,MD,D,No,1965,36.7,743.7,9.6,0.34,9.49,4.5,1.26
house,WY,R,No,1967,70.4,861.7,9.4,0.34,9.58,3.8,1.09
house,PA,R,No,1967,70.3,861.7,9.4,0.34,9.58,3.8,1.09
house,IA,R,No,1967,60.6,861.7,9.4,0.34,9.58,3.8,1.09
house,MN,R,No,1967,59.9,861.7,9.4,0.34,9.58,3.8,1.09
house,NJ,R,No,1967,58.1,861.7,9.4,0.34,9.58,3.8,1.09
house,FL,R,No,1967,54.0,861.7,9.4,0.34,9.58,3.8,1.09
house,TX,D,No,1967,53.5,861.7,9.4,0.34,9.58,3.8,1.09
house,PA,R,No,1967,53.3,861.7,9.4,0.34,9.58,3.8,1.09
house,WI,R,No,1967,53.2,861.7,9.4,0.34,9.58,3.8,1.09
house,UT,R,No,1967,53.0,861.7,9.4,0.34,9.58,3.8,1.09
house,VA,R,No,1967,51.5,861.7,9.4,0.34,9.58,3.8,1.09
house,NE,R,No,1967,50.7,861.7,9.4,0.34,9.58,3.8,1.09
house,TX,R,No,1967,50.7,861.7,9.4,0.34,9.58,3.8,1.09
house,CA,R,No,1967,50.5,861.7,9.4,0.34,9.58,3.8,1.09
house,IA,R,No,1967,50.0,861.7,9.4,0.34,9.58,3.8,1.09
house,OH,R,No,1967,49.9,861.7,9.4,0.34,9.58,3.8,1.09
house,NH,R,No,1967,49.8,861.7,9.4,0.34,9.58,3.8,1.09
house,NY,R,No,1967,49.2,861.7,9.4,0.34,9.58,3.8,1.09
house,OH,R,No,1967,49.2,861.7,9.4,0.34,9.58,3.8,1.09
house,AL,D,No,1967,48.2,861.7,9.4,0.34,9.58,3.8,1.09
house,OR,R,No,1967,48.2,861.7,9.4,0.34,9.58,3.8,1.09
house,TX,D,No,1967,48.0,861.7,9.4,0.34,9.58,3.8,1.09
house,IA,R,No,1967,47.7,861.7,9.4,0.34,9.58,3.8,1.09
house,ND,R,No,1967,47.5,861.7,9.4,0.34,9.58,3.8,1.09
house,KS,R,No,1967,47.4,861.7,9.4,0.34,9.58,3.8,1.09
house,AK,R,No,1967,46.7,861.7,9.4,0.34,9.58,3.8,1.09
house,OH,R,No,1967,46.4,861.7,9.4,0.34,9.58,3.8,1.09
house,MS,D,No,1967,46.4,861.7,9.4,0.34,9.58,3.8,1.09
house,OH,R,No,1967,46.1,861.7,9.4,0.34,9.58,3.8,1.09
house,PA,R,No,1967,46.1,861.7,9.4,0.34,9.58,3.8,1.09
house,PA,D,No,1967,45.9,861.7,9.4,0.34,9.58,3.8,1.09
house,AL,D,No,1967,45.8,861.7,9.4,0.34,9.58,3.8,1.09
house,DE,R,No,1967,45.5,861.7,9.4,0.34,9.58,3.8,1.09
house,IN,R,No,1967,45.3,861.7,9.4,0.34,9.58,3.8,1.09
house,NJ,R,No,1967,45.2,861.7,9.4,0.34,9.58,3.8,1.09
house,KY,R,No,1967,45.0,861.7,9.4,0.34,9.58,3.8,1.09
house,AR,R,No,1967,44.7,861.7,9.4,0.34,9.58,3.8,1.09
house,CO,R,No,1967,44.5,861.7,9.4,0.34,9.58,3.8,1.09
house,MD,R,No,1967,43.8,861.7,9.4,0.34,9.58,3.8,1.09
house,IA,R,No,1967,43.8,861.7,9.4,0.34,9.58,3.8,1.09
house,MI,R,No,1967,43.4,861.7,9.4,0.34,9.58,3.8,1.09
house,LA,D,No,1967,42.9,861.7,9.4,0.34,9.58,3.8,1.09
house,TX,R,No,1967,42.6,861.7,9.4,0.34,9.58,3.8,1.09
house,TN,R,No,1967,42.5,861.7,9.4,0.34,9.58,3.8,1.09
house,ID,R,No,1967,42.0,861.7,9.4,0.34,9.58,3.8,1.09
house,GA,R,No,1967,41.9,861.7,9.4,0.34,9.58,3.8,1.09
house,ME,D,No,1967,41.5,861.7,9.4,0.34,9.58,3.8,1.09
house,NY,D,No,1967,41.0,861.7,9.4,0.34,9.58,3.8,1.09
house,VA,R,No,1967,40.7,861.7,9.4,0.34,9.58,3.8,1.09
house,MS,D,No,1967,40.7,861.7,9.4,0.34,9.58,3.8,1.09
house,PA,D,No,1967,40.5,861.7,9.4,0.34,9.58,3.8,1.09
house,OK,R,No,1967,40.5,861.7,9.4,0.34,9.58,3.8,1.09
house,MI,R,No,1967,40.3,861.7,9.4,0.34,9.58,3.8,1.09
house,IN,R,No,1967,39.9,861.7,9.4,0.34,9.58,3.8,1.09
house,GA,R,No,1967,39.9,861.7,9.4,0.34,9.58,3.8,1.09
house,MI,R,No,1967,39.4,861.7,9.4,0.34,9.58,3.8,1.09
house,TX,R,No,1967,39.3,861.7,9.4,0.34,9.58,3.8,1.09
house,CA,R,No,1967,39.3,861.7,9.4,0.34,9.58,3.8,1.09
house,CA,R,No,1967,39.1,861.7,9.4,0.34,9.58,3.8,1.09
house,KY,R,No,1967,39.0,861.7,9.4,0.34,9.58,3.8,1.09
house,CT,R,No,1967,38.9,861.7,9.4,0.34,9.58,3.8,1.09
house,NC,D,No,1967,38.5,861.7,9.4,0.34,9.58,3.8,1.09
house,RI,D,No,1967,37.9,861.7,9.4,0.34,9.58,3.8,1.09
house,AZ,R,No,1967,37.8,861.7,9.4,0.34,9.58,3.8,1.09
house,TN,D,No,1967,36.8,861.7,9.4,0.34,9.58,3.8,1.09
house,CA,R,No,1967,36.1,861.7,9.4,0.34,9.58,3.8,1.09
house,GA,D,No,1967,36.1,861.7,9.4,0.34,9.58,3.8,1.09
